-1.69955 -1.95870e+05
-1.69910 -2.04293e+05
-1.69865 -2.02392e+05
-1.69821 -1.99218e+05
-1.69776 -2.04753e+05
-1.69731 -2.13644e+05
-1.69686 -2.14579e+05
-1.69641 -2.08346e+05
-1.69596 -2.05762e+05
-1.69552 -2.11523e+05
-1.69507 -2.19621e+05
-1.69462 -2.23177e+05
-1.69417 -2.21161e+05
-1.69372 -2.16322e+05
-1.69327 -2.12755e+05
-1.69283 -2.14707e+05
-1.69238 -2.22162e+05
-1.69193 -2.28248e+05
-1.69148 -2.26395e+05
-1.69103 -2.19773e+05
-1.69058 -2.18357e+05
-1.69014 -2.26092e+05
-1.68969 -2.35942e+05
-1.68924 -2.39259e+05
-1.68879 -2.36015e+05
-1.68834 -2.33239e+05
-1.68789 -2.35872e+05
-1.68745 -2.41897e+05
-1.68700 -2.45715e+05
-1.68655 -2.44349e+05
-1.68610 -2.40219e+05
-1.68565 -2.38667e+05
-1.68520 -2.42738e+05
-1.68476 -2.49911e+05
-1.68431 -2.54177e+05
-1.68386 -2.52095e+05
-1.68341 -2.46728e+05
-1.68296 -2.44458e+05
-1.68251 -2.47566e+05
-1.68207 -2.51850e+05
-1.68162 -2.53160e+05
-1.68117 -2.53816e+05
-1.68072 -2.58510e+05
-1.68027 -2.65170e+05
-1.67982 -2.66099e+05
-1.67938 -2.59745e+05
-1.67893 -2.54848e+05
-1.67848 -2.58719e+05
-1.67803 -2.66775e+05
-1.67758 -2.69563e+05
-1.67713 -2.66112e+05
-1.67669 -2.63451e+05
-1.67624 -2.65500e+05
-1.67579 -2.69793e+05
-1.67534 -2.73750e+05
-1.67489 -2.76799e+05
-1.67444 -2.76995e+05
-1.67400 -2.73290e+05
-1.67355 -2.71204e+05
-1.67310 -2.77781e+05
-1.67265 -2.89593e+05
-1.67220 -2.94537e+05
-1.67175 -2.88483e+05
-1.67131 -2.81461e+05
-1.67086 -2.82732e+05
-1.67041 -2.88142e+05
-1.66996 -2.89044e+05
-1.66951 -2.86578e+05
-1.66906 -2.88095e+05
-1.66862 -2.93915e+05
-1.66817 -2.97390e+05
-1.66772 -2.96603e+05
-1.66727 -2.96898e+05
-1.66682 -3.00959e+05
-1.66637 -3.04311e+05
-1.66593 -3.03185e+05
-1.66548 -3.00618e+05
-1.66503 -3.01251e+05
-1.66458 -3.04659e+05
-1.66413 -3.07650e+05
-1.66368 -3.09642e+05
-1.66324 -3.11594e+05
-1.66279 -3.12181e+05
-1.66234 -3.10066e+05
-1.66189 -3.08857e+05
-1.66144 -3.14042e+05
-1.66099 -3.23802e+05
-1.66055 -3.28516e+05
-1.66010 -3.23113e+05
-1.65965 -3.15444e+05
-1.65920 -3.16633e+05
-1.65875 -3.25840e+05
-1.65830 -3.31831e+05
-1.65786 -3.29083e+05
