-3.24981 -9.80700e+05
-3.24797 -9.23504e+05
-3.24613 -9.15748e+05
-3.24429 -8.81908e+05
-3.24245 -6.44158e+05
-3.24061 -1.42222e+05
-3.23877  3.83281e+05
-3.23693  5.00213e+05
-3.23509 -4.24050e+04
-3.23325 -1.01102e+06
-3.23141 -1.78670e+06
-3.22957 -1.83625e+06
-3.22773 -1.12632e+06
-3.22590 -8.56180e+04
-3.22406  7.90378e+05
-3.22222  1.23439e+06
-3.22038  1.17398e+06
-3.21854  6.17030e+05
-3.21670 -2.73850e+05
-3.21486 -1.08296e+06
-3.21302 -1.35768e+06
-3.21118 -1.04228e+06
-3.20934 -6.00603e+05
-3.20750 -5.76021e+05
-3.20566 -1.04617e+06
-3.20382 -1.60909e+06
-3.20198 -1.88130e+06
-3.20014 -1.85387e+06
-3.19830 -1.70907e+06
-3.19646 -1.46809e+06
-3.19462 -1.00686e+06
-3.19278 -3.50189e+05
-3.19095  2.54471e+05
-3.18911  5.73686e+05
-3.18727  5.54627e+05
-3.18543  2.74368e+05
-3.18359 -8.21230e+04
-3.18175 -1.97981e+05
-3.17991  1.37270e+05
-3.17807  6.50109e+05
-3.17623  7.18407e+05
-3.17439  9.50700e+04
-3.17255 -7.22268e+05
-3.17071 -1.08804e+06
-3.16887 -9.66889e+05
-3.16703 -7.91588e+05
-3.16519 -7.64719e+05
-3.16335 -7.33706e+05
-3.16151 -6.78028e+05
-3.15967 -8.17457e+05
-3.15783 -1.13559e+06
-3.15600 -1.23790e+06
-3.15416 -9.00115e+05
-3.15232 -4.32777e+05
-3.15048 -2.71336e+05
-3.14864 -4.55265e+05
-3.14680 -7.15990e+05
-3.14496 -8.38540e+05
-3.14312 -7.34336e+05
-3.14128 -4.13762e+05
-3.13944 -1.32419e+05
-3.13760 -3.15224e+05
-3.13576 -1.02856e+06
-3.13392 -1.72350e+06
-3.13208 -1.83329e+06
-3.13024 -1.47154e+06
-3.12840 -1.18717e+06
-3.12656 -1.15562e+06
-3.12472 -1.03266e+06
-3.12288 -5.90599e+05
-3.12105 -7.78720e+04
-3.11921  1.58355e+05
-3.11737  7.22010e+04
-3.11553 -1.99020e+05
-3.11369 -5.76648e+05
-3.11185 -9.91279e+05
-3.11001 -1.29752e+06
-3.10817 -1.42003e+06
-3.10633 -1.45930e+06
-3.10449 -1.51996e+06
-3.10265 -1.54788e+06
-3.10081 -1.45475e+06
-3.09897 -1.29979e+06
-3.09713 -1.22577e+06
-3.09529 -1.28372e+06
-3.09345 -1.41637e+06
-3.09161 -1.55236e+06
-3.08977 -1.62986e+06
-3.08794 -1.58270e+06
-3.08610 -1.40223e+06
-3.08426 -1.21226e+06
-3.08242 -1.22502e+06
-3.08058 -1.58202e+06
-3.07874 -2.19227e+06
-3.07690 -2.70994e+06
-3.07506 -2.76320e+06
-3.07322 -2.31417e+06
-3.07138 -1.74230e+06
-3.06954 -1.44390e+06
-3.06770 -1.39273e+06
-3.06586 -1.26362e+06
-3.06402 -9.70252e+05
-3.06218 -8.50976e+05
-3.06034 -1.23150e+06
-3.05850 -1.98184e+06
-3.05666 -2.64883e+06
-3.05482 -2.92824e+06
-3.05299 -2.88013e+06
-3.05115 -2.74099e+06
-3.04931 -2.64101e+06
-3.04747 -2.49563e+06
-3.04563 -2.11741e+06
-3.04379 -1.45196e+06
-3.04195 -7.19326e+05
-3.04011 -2.64923e+05
-3.03827 -2.46867e+05
-3.03643 -5.34027e+05
-3.03459 -9.22399e+05
-3.03275 -1.34481e+06
-3.03091 -1.81152e+06
-3.02907 -2.24397e+06
-3.02723 -2.47077e+06
-3.02539 -2.36591e+06
-3.02355 -1.94446e+06
-3.02171 -1.35046e+06
-3.01987 -7.72327e+05
-3.01804 -3.30198e+05
-3.01620 -3.71950e+04
-3.01436  9.62110e+04
-3.01252 -2.26170e+04
-3.01068 -4.27139e+05
-3.00884 -8.95837e+05
-3.00700 -1.08237e+06
-3.00516 -8.92573e+05
-3.00332 -5.72983e+05
-3.00148 -3.64365e+05
-2.99964 -2.49463e+05
-2.99780 -1.43621e+05
-2.99596 -1.25109e+05
-2.99412 -2.76364e+05
-2.99228 -4.42854e+05
-2.99044 -3.92122e+05
-2.98860 -1.43966e+05
-2.98676  8.60000e+04
-2.98492  2.30313e+05
-2.98309  4.14165e+05
-2.98125  6.56091e+05
-2.97941  7.88712e+05
-2.97757  7.59330e+05
-2.97573  7.67207e+05
-2.97389  9.39716e+05
-2.97205  1.04734e+06
-2.97021  7.54330e+05
-2.96837  8.16270e+04
-2.96653 -5.67883e+05
-2.96469 -8.30437e+05
-2.96285 -6.76799e+05
-2.96101 -2.92873e+05
-2.95917  1.59726e+05
-2.95733  5.78752e+05
-2.95549  8.27381e+05
-2.95365  7.44573e+05
-2.95181  2.77273e+05
-2.94997 -4.28746e+05
-2.94814 -1.08222e+06
-2.94630 -1.41579e+06
-2.94446 -1.37200e+06
-2.94262 -1.16485e+06
-2.94078 -1.11493e+06
